date,time,link,title,description,keywords,locations,base_location,weather,politics,accident,economics,health,score,intensity
03-08-2023,23:27:48,https://www.indiatoday.in/programme/news-today/video/haryana-clashes-is-politics-of-polarisation-to-blame-2416012-2023-08-03?utm_source=rss,Haryana clashes: Is politics of polarisation to blame?,Days clashes broke Nuh India Today accessed FIR filed police connection communal clashes According FIR 800strong mob shouted proPak slogans attacked Nuh yatra Six people including two home guards cleric died clashes erupted Nuh attempt stop Vishva Hindu Parishad procession spread Gurugram past days lit fire Haryana politics polarisation blame Watch panelists debate Read MoreDays clashes broke Nuh India Today accessed FIR filed police connection communal clashes According FIR 800strong mob shouted proPak slogans attacked Nuh yatra Six people including two home guards cleric died clashes erupted Nuh attempt stop Vishva Hindu Parishad procession spread Gurugram past days lit fire Haryana politics polarisation blame Watch panelists debate Days clashes broke Nuh India Today accessed FIR filed police connection communal clashes According FIR 800strong mob shouted proPak slogans attacked Nuh yatraSix people including two home guards cleric died clashes erupted Nuh attempt stop Vishva Hindu Parishad procession spread Gurugram past days lit fire Haryana politics polarisation blame Watch panelists debateAs Haryanas Nuh continues remain tense raise questions lit fire Haryana anyone held accountable Politics polarisation blame Watch panelists debate episode News TodayIn exclusive interview India Today Mamata Singh ADG Law Order Haryana said found guilty connection clashes Haryana would spared irrespective caste class religion,procession singh raise fire anyone fir day episode connection blame order irrespective read guilty attempt accountable found spread cleric news law watch caste lit police class strong today interview religion people six mob home politics tense exclusive,India Haryana Gurugram,Haryana,0,1,1,1,0,-0.9945,high
04-08-2023,11:22:48,https://www.indiatoday.in/india/story/anti-terror-agency-nia-raids-hizbul-commander-house-locations-kashmir-kulgam-2416124-2023-08-04?utm_source=rss,"Anti-terror agency raids Hizb commander's house, 5 locations in south Kashmir",ListenBy Ashraf Wani National Investigation Agency NIA Friday carried raids Jammu Kashmir five locations connection terrorrelated case raids also carried house Hizbul Mujahideen commander Omar Ganie resident KulgamThe NIA team along police Central Reserve Police Force CRPF started raids five locations Kulgam Pulwama official sources told India TodayRaids going two places Sethergund Ugergund south KashmirLast month NIA carried raids terror funding cases linked Pakistanbased outfits raids conducted three districts south Kashmir Shopian Pulwama KulgamAccording sources terrorist organisations like Hizbul Mujahideen LeT JaisheMohammad might getting terror fundingThe NIA carrying raids Jammu Kashmir crackdown new terror outfits Resistance Front TRF United Liberation Front Jammu Kashmir ULJK Mujahideen GazwatulHind MGH Jammu Kashmir Freedom Fighters JKFF Kashmir Tigers others,united agency house resistance month ashraf connection force team terrorist national terror case liberation reserve freedom new crackdown investigation police commander official resident front let central,India,India,0,1,1,0,0,-0.765,high
04-08-2023,11:00:04,https://www.indiatoday.in/programme/first-up/video/haryana-intel-policing-failure-gyanvapi-survey-underway-india-vs-nda-more-2416131-2023-08-04?utm_source=rss,"Haryana intel, policing failure, Gyanvapi survey underway, INDIA vs NDA; more",Haryanas intelligence department prior inputson possibilities violence Nuh Gurugram sources said report pointed fingers intelligence failure sources say despite input open threats issued social media sides state administration deploy adequate number cops avoid untoward developments local court sent 19 accused 14day judicial custody connection communal clashes Haryanas NuhSix people died several others injured violence broke Monday police arrested nearly 116 people 90 detained connection clashes spread Gurugram Sohna nearby areas last days Meanwhile Archaeological Survey India ASI Friday began scientific survey Gyanvapi mosque Varanasi following Allahabad High Courts approval survey proceeded tight security Muslim side absent process Read MoreHaryanas intelligence department prior inputson possibilities violence Nuh Gurugram sources said report pointed fingers intelligence failure sources say despite input open threats issued social media sides state administration deploy adequate number cops avoid untoward developments local court sent 19 accused 14day judicial custody connection communal clashes Haryanas NuhSix people died several others injured violence broke Monday police arrested nearly 116 people 90 detained connection clashes spread Gurugram Sohna nearby areas last days Meanwhile Archaeological Survey India ASI Friday began scientific survey Gyanvapi mosque Varanasi following Allahabad High Courts approval survey proceeded tight security Muslim side absent process Haryanas intelligence department prior inputson possibilities violence Nuh Gurugram sources said report pointed fingers intelligence failure sources say despite input open threats issued social media sides state administration deploy adequate number cops avoid untoward developmentsA local court sent 19 accused 14day judicial custody connection communal clashes Haryanas NuhSix people died several others injured violence broke MondayThe police arrested nearly 116 people 90 detained connection clashes spread Gurugram Sohna nearby areas last daysMeanwhile Archaeological Survey India ASI Friday began scientific survey Gyanvapi mosque Varanasi following Allahabad High Courts approval survey proceeded tight security Muslim side absent processTensions ensued West Bengals Behala schoolgoing child killed road accident Monday victim student Class II Archaeological Survey India ASI began working scientific survey Gyanvapi premises Friday mosque stands next Kashi Vishwanath templeMorgan Stanley said preferred Dalal Street Chinese equities upgraded rating Indian stocks downgrading China,rating untoward prior violence kashi absent day open next connection security child read avoid department archaeological administration victim input adequate custody spread china street medium communal west scientific approval intelligence last police student class survey high people tight state failure social deploy process accident side number judicial mosque stock court several local nearby report road,Varanasi China,Varanasi,0,1,1,0,0,-0.995,high
04-08-2023,10:41:31,https://www.indiatoday.in/india/story/bittu-bajrangi-fir-registered-viral-video-nuh-haryana-violence-threatening-song-lyric-2416104-2023-08-04?utm_source=rss,FIR against cow vigilante Bittu Bajrangi over viral video with threatening lyrics,ListenBy Sreya Chatterjee first information report FIR registered Bittu Bajrangi selfproclaimed cow vigilante known divisive diatribes viral video seen saffron attire song threatening lyrics playing backgroundThe FIR lodged Dabua police station Haryanas Faridabad August 1 Tuesday day communal clashes broke NuhBittu Bajrangi earlier shared slowmotion video clip depicting walking saffron attire accompanied soundtrack featuring lyrics Goli pe goli chalengi baap toh baap rahega gunshots exchanged father remain fatherIn interview India Today Bittu Bajrangi part Vishva Hindu Parishad VHP procession attacked Nuh questioned viral video answered threatened saidHe gave version events unfolded violence engulfed districtLike every year also organised shobha yatra year yatra scheduled go Nuhs Nalhar Mahadev temple go areas Several women children elderly people across district joined us offered puja temple organised kirtanThere one way back cars started leave barely travelled 500 metres saw cars front set fire miscreants Bittu Bajrangi told India TodayAsked viral videos yatris seen carrying weapons Bittu Bajrangi claimed swords carried participants ritualsA people carrying weapons licensed swords carry used puja weddings rituals used murders saidHARYANA CLASHESOn July 31 Monday communal violence broke Nuh mob tried stop VHPs Brij Mandal Jalabhishek Yatra Stones pelted cars set fire violence spilling neighbouring Gurugram past daysMobs killed Muslim cleric Gurugram restaurants torched shops vandalised Six people killed violenceIncidents arson also reported Palwal Manesar Faridabad RewariProhibitory orders issued internet snapped affected districts due prevailing situation,year situation procession viral set carry violence fire fir stop day arson station video first saffron divisive august information way cleric due version communal temple report police song part elderly today interview people six front every puja district mob remain past several goli cow clip,India Gurugram,India,0,0,1,0,0,-0.9943,high
04-08-2023,10:40:34,https://www.indiatoday.in/india/video/tensions-in-bengals-behala-after-student-dies-in-road-accident-2416118-2023-08-04?utm_source=rss,Tensions in Bengal's Behala after student dies in road accident,Tensions ensued West Bengals Behala schoolgoing child killed road accident MondayThe victim student Class II Locals took demonstrations even torched heavy vehicle protest students death said minor heading school father atruck hit Diamond Harbor Road Behala around 730 earlier today fathers condition said critical present sustained grave injuries accident Read MoreTensions ensued West Bengals Behala schoolgoing child killed road accident MondayThe victim student Class II Locals took demonstrations even torched heavy vehicle protest students death said minor heading school father atruck hit Diamond Harbor Road Behala around 730 earlier today fathers condition said critical present sustained grave injuries accident Tensions ensued West Bengals Behala schoolgoing child killed road accident MondayThe victim student Class IILocals took demonstrations even torched heavy vehicle protest students death said minor heading school father atruck hit Diamond Harbor Road Behala around 730 earlier todayThe fathers condition said critical present sustained grave injuries accidentArchaeological Survey India ASI Friday began scientific survey Gyanvapi mosque Varanasi following Allahabad High Courts approval Archaeological Survey India ASI began working scientific survey Gyanvapi premises Friday mosque stands next Kashi Vishwanath templeMorgan Stanley said preferred Dalal Street Chinese equities upgraded rating Indian stocks downgrading China,rating critical schoolgoing kashi vehicle next child minor read archaeological school victim china street death harbor west scientific approval student class heavy present survey high today condition accident grave mosque stock diamond preferred road,China Varanasi,China,0,0,1,0,0,-0.9957,high
04-08-2023,09:32:47,https://www.indiatoday.in/cities/delhi/story/delhi-mcd-identifies-4-roads-for-facelift-beautification-g20-summit-2416077-2023-08-04?utm_source=rss,Delhi civic body identifies 4 roads for facelift ahead of G20 Summit,ListenBy Ram Kinkar Singh Municipal Corporation Delhi MCD identified four major roads beautification ahead G20 Summit going take place September officials said ThursdayFour teams formed Shahdara South Zone complete work time4 ROADS FACELIFTMCD identified 4 major roads beautification ie Bharatendu Harishchandra Marg Somnath Marg Maharaja Surajmal Marg Vikas Marg connecting Leela Ambience Convention KarkardoomaEncroachment removal cleaning plantation work done roads enhance aesthetics national capital ahead G20 SummitProper cleaning beautification encroachment removal greening work done MCD roads Daily cleaning done along removal garbagedebris identified roads MCD said statementApart illegal banners posters removed noteworthy guests abroad stay Leela Ambience Convention due beautification work done surrounding area said adding old dumped vehicles removed CBD ground overlooking Leela Hotel instructions given paint G2 Cafe located near itAligned G20 preparation strategy MCD also refurbishing replacing old damaged dustbins requiredRigorous cleaning roads underway bolstered deployment sanitation workers prevent dumping Stringent actions taken engaged improper waste disposal littering daily removal temporary encroachments elimination illegal banners posters hoardings walls integral parts endeavor spearheaded specially constituted teams civic body said,ambience ie prevent singh major aesthetic national complete daily temporary plantation beautification time strategy preparation south sanitation capital encroachment hotel due ground maharaja body summit convention place improper integral corporation ram removal municipal stringent disposal zone elimination area old enhance g underway illegal work deployment paint,,India,1,1,0,1,1,-0.5423,moderate
04-08-2023,02:40:42,https://www.indiatoday.in/cities/bengaluru/story/bengaluru-man-kills-wife-children-dies-by-suicide-2415987-2023-08-04?utm_source=rss,"Andhra techie kills wife, 2 children, then dies by suicide in Bengaluru",ListenBy Anagha man Bengaluru allegedly killed wife two children died suicide police said Wednesday Veerarjuna Vijay 31 originally Andhra Pradesh settled Bengaluru worked software companyVeerarjuna married Hymavati 29 six years two children twoyearold eightmonthold Police sources said got news around 12 pm Wednesday Prime facie appears husband might killed wife children police sources said,man wife police prime husband news suicide,Bengaluru Andhra Pradesh,Bengaluru,0,0,1,0,0,-0.959,high
04-08-2023,02:04:43,https://www.indiatoday.in/cities/chandigarh/story/massive-landslide-on-chandigarh-shimla-highway-blocks-traffic-causes-heavy-jams-2416033-2023-08-04?utm_source=rss,Chandigarh-Shimla highway blocked for second consecutive day after landslide,ListenBy Manjeet Sehgal ChandigarhShimla highway remained blocked second consecutive day Thursday even operations underway clear blockage caused massive landslide day ago authorities estimate take least two days restore normal traffic flow roadAuthorities called heavy earth movers machinery clear highway 100 metre stretch highway near Chhaki Moad Parwanoo caved Wednesday halting traffic sidesFor traffic diverted via Kasauli narrow link road leading heavy traffic jams Solan district administration meanwhile advised motorists avoid highwayThe disruption vehicular movement affected NH5 also known KalkaShimla NH blocked since early Tuesday morning accommodate diverted traffic administration redirected along narrow link road connecting Dharampur Parwanoo via KasauliALSO ShimlaChandigarh national highway blocked landslideAs precautionary measure movement heavy vehicles stopped due narrowness alternate route available Vehicles commuting Chandigarh Shimla take eight hours significant increase usual fourhour drive due traffic diversionsThe road blockage also caused traffic congestion Kasauli road numerous appleladen trucks stranded various locations ChandigarhManali National Highway passes Six Mile near Mandi also blocked since WednesdayThe recent heavy rains landslides caused damage 1400 roads far including national highways state estimated loss due incidents amounts Rs 8000 Cr 194 people lost lives rainrelated incidents including 53 flash floods 76 landslides,earth measure damage normal flow mile route precautionary day numerous national movement avoid leading loss consecutive usual stretch administration available morning link due narrowness various disruption flash accommodate heavy least significant solan alternate vehicular people truck state recent drive massive clear six restore district machinery highway congestion second early underway blockage increase traffic road,Mandi,Mandi,0,1,1,1,0,-0.7155,high
03-08-2023,18:18:31,https://www.indiatoday.in/cities/gurugram/video/haryana-clashes-migrant-workers-leave-gurugram-after-violence-2415882-2023-08-03?utm_source=rss,Haryana clashes: Migrant workers leave Gurugram after violence,clashes Haryanas Nuh Gurugram hundreds migrant workers leaving Millennium Cityfor hometowns According migrant worker least 400 migrant workers left city villages Bihar Bengal Six people including two home guards cleric died clashes erupted Nuh attempt stop Vishva Hindu Parishad procession spread Gurugram past two days Read MoreAfter clashes Haryanas Nuh Gurugram hundreds migrant workers leaving Millennium Cityfor hometowns According migrant worker least 400 migrant workers left city villages Bihar Bengal Six people including two home guards cleric died clashes erupted Nuh attempt stop Vishva Hindu Parishad procession spread Gurugram past two days clashes Haryanas Nuh Gurugram hundreds migrant workers leaving Millennium Cityfor hometowns According migrant worker least 400 migrant workers left city villages Bihar Bengal UPSix people including two home guards cleric died clashes erupted Nuh attempt stop Vishva Hindu Parishad procession spread Gurugram past two days Odishas rainy season typically starts July lasts till October particularly severe year Anjuman Intezamia Masjid Committee today moved Supreme Court challenging Allahabad High Courts order allowing ASI survey Gyanvapi mosqueThe calamitous floods Beijing wreaked havoc roads uprooted trees caused widespread power outages,year procession committee day worker order power read till attempt season city supreme spread calamitous severe least survey high today people six masjid court widespread home millennium migrant havoc,Gurugram,Gurugram,0,0,0,1,0,-0.9601,high
03-08-2023,15:48:04,https://www.indiatoday.in/cities/bengaluru/story/bengaluru-man-bites-chews-off-wife-finger-arrested-2415740-2023-08-03?utm_source=rss,"Bengaluru man bites, chews off wife's finger; arrested",ListenBy Nagarjun Dwarakanath man Bengaluru arrested allegedly biting chewing wifes finger fight FIR filed domestic violence manThe accused Vijay Kumar also allegedly threatened kill wifeVijay wife Pushpa married 23 years Due frequent fights misunderstandings living separately another house sonThis incident came light Pushpa filed complaint husband Konanakunte police station According Pushpas account July 28 around 4 pm Vijay Kumar visited rented house argumentALSO Kerala Police detains 4 Karnataka cops came Kochi arrest suspectsIn heat argument bit Pushpas left index finger even attempted swallow,man frequent finger complaint violence heat house domestic fir station account due another police bit husband swallow wife argument incident fight index,Karnataka Bengaluru Kochi,Bengaluru,1,1,1,0,0,-0.9808,high
03-08-2023,17:40:02,https://www.indiatoday.in/diu/story/rocky-versus-rani-bollywoods-biggest-box-office-star-ranveer-singh-alia-bhatt-net-worth-rocky-aur-rani-kii-prem-kahaani-2415828-2023-08-03?utm_source=rss,Rocky versus Rani: Who is Bollywood's biggest box office star?,ListenBy Ankita Tiwari Rocky Aur Rani Kii Prem Kahaani Karan Johar returned director hiatus seven years previous directorial venture 2016s Ae Dil Hai Mushkil proved massive success bagging four prestigious Filmfare awards 2017Featuring dynamic duo Bollywood Ranveer Singh Alia Bhatt movie hit theatres July 28 received excited response audience leading positive start box office per latest reports film already earned impressive sum nearly Rs 72 crore first weekThe burning question remains Rocky played Ranveer Singh Rani portrayed Alia Bhatt emerged bigger box office draw bringing moolah India Todays Data Intelligence Unit looked box office collections superstars Hindi films determine answer Ranveer known eccentric fashion sense dynamic acting skills made grand debut 2010 Band Baaja Baaraat romantic comedy following year 2011 continued streak success Ladies vs Ricky Bahl earned impressive Rs 54 crore globally per numbers available HungamaAround time 2012 Bhatt actress born film dynasty entered Bollywood Student Year directed Johar Paired Varun Dawan Sidharth Malhotra movie hit collecting whopping Rs 109 crore worldwide marked remarkable start Bhatt compared SinghOver years two actors continued impress audiences performances unique movie choices instance 2013 Singh starred critically acclaimed Lootera Goliyon Ki Raasleela RamLeela earned Rs 40 crore staggering Rs 207 crore respectively latter fact became first blockbuster hit film careerRead Aditya Chopra expand YRFs Spy Universe Alia Bhatt lead ReportsBhatts journey equally remarkable 2014 appeared three films back back Highway 2 States Humpty Sharma Ki Dulhania three wellreceived box office Among 2 States stood highest earnerAs years rolled two actors cemented places industry Ranveer Singhs movies collected total Rs 192467 crores India whopping Rs 261360 crores worldwide Alia Bhatts films also made waves box office collecting total Rs 177064 crores India Rs 232179 crores worldwide numbers testament growing popularity successful careersRead Ranveer Singh reveals anxious kathak Dola Dola Rocky Aur Rani,singh hiatus first anxious eccentric successful movie director bigger duo dynasty journey intelligence dola industry band question office highway venture blockbuster data total actress humpty whopping time lead latter highest s sum popularity instance massive comedy starred fashion response acting romantic rani dynamic lady streak remarkable positive success previous impress debut paired draw audience known stood bagging impressive unit spy year start marked directorial rocky unique fact available prestigious testament crore expand latest sense ae determine film universe grand student,India,India,1,0,1,0,1,0.9963,high
02-08-2023,20:42:28,https://www.indiatoday.in/diu/story/nuh-violence-one-of-india-poorest-districts-haryana-data-2415404-2023-08-02?utm_source=rss,Nuh violence: A look at one of India's poorest districts,ListenBy Subham Singh Samrat Sharma Nuh small district Haryana part National Capital Region NCR spotlight deadly communal violence broke July 31 religious procession taken Vishwa Hindu Parishad VHP least six people including two home guards three civilians Imam lost lives violence Nuh among 33 districts India Muslims constitute half population according 2011 Census data Muslims made 792 per cent population Hindus 204 per cent Nuh also poorest district Haryana Forty per cent population multidimensionally poor according Niti Aayog Multidimensional poverty determined three broad factors health education standard livingWithin three categories fall parameters nutrition child adolescent mortality years schooling sanitation housing assets etcConsidering backward status Nuh government also included Nuh Aspirational Districts Programme ADP aims quickly effectively transform 112 underdeveloped districts across country programme focuses strength district identifying lowhanging fruits immediate improvement measuring progress ranking districts monthly basis 2018 year programmes inception Nuh fared worst among districts secured 101st rank among 101 districts back ranking based incremental progress made across 49 Key Performance Indicators KPIs five broad socioeconomic themes health nutrition education agriculture water resources financial inclusion skill development infrastructure,year performance worst singh progress procession violence religious strength small housing imam half fall spotlight basis poor financial socioeconomic national agriculture country child incremental transform cent health census sanitation capital forty communal development multidimensional broad education water st government part least rank skill status asset improvement people key poverty infrastructure district nutrition adolescent home mortality standard region back inception data inclusion constitute population,India Haryana NCR,Haryana,0,1,1,1,1,-0.8316,high
02-08-2023,18:54:02,https://www.indiatoday.in/diu/story/a-tale-of-two-parties-what-shifting-victory-margins-mean-for-bjp-and-congress-2415363-2023-08-02?utm_source=rss,A tale of two parties: What shifting victory margins mean for BJP and Congress,ListenBy Dipu Rai Two major parties primarily dominated Indias political landscape years Bharatiya Janata Party BJP Indian National Congress INC former course dominated Lok Sabha last two general elections performed time specifically victory margins changed say political climate IndiaIn last 15 general elections common victory margin range 1020 per cent Lok Sabha elections 23 per cent total seats 1820 8011 victory margins five per cent 1962 2019 Congress 579 seats BJP 371 seats 1984 victory margin five per cent last three elections 2009 2014 2019 BJP defeated Congress party 62 constituencies close fight time Congress defeated BJP 55 seats advertisementWhy mattersVictory margins Lok Sabha elections reveal dynamic electoral landscape varying degrees competitiveness decisive victories common victory margin range 10 20 per cent historical shifts wider victory margins recent elections Data shows significant portion seats small victory margin five per cent less last seven decades Many constituencies saw close contests small swing voter preference could influenced outcomesIn numbersIn last 15 Lok Sabha elections common victory margin range 10 20 per cent However 1971 1977 general elections common victory margin range higher 30 50 per cent elections witnessed decisive victories winning candidates Election data 1962 present shows intriguing shifts victory margins Pre1989 candidates within five per cent margin post1989 trend changed significantly 1962 2019 Congress secured victory 579 seats BJP 371 seats 1984 onwards five per cent victory margins 1996 1998 1999 2009 Lok Sabha polls saw remarkable trend common victory margin range less five per cent last fifteen Lok Sabha elections approximately 23 per cent total seats small victory margin five per cent less trend highlights significance narrow margins determining outcome several constituencies last three elections 2009 2014 2019 BJP emerged victorious 62 constituencies close fight Congress party Conversely Congress defeated BJP 55 seats showcasing competitive political landscape recent times 60s versus 90sIn 60s Congress party substantial proportion victories lessthanfivepercent margin bracket indicating closely fought battles elections BJP founded 1980 first participated general elections 1984 1990s marked crucial turning point Indian politics BJP victory margins moved 1020 per cent bracket 2030 per cent bracket indicating rising popularity contrast INC saw evenly spread distribution across different margin brackets reflecting varied support competitionThe 2000s beyond advertisementIn recent decades BJP maintained upward trajectory Indian politics Though still limited partys victories 50 per cent margin bracket represent notable development hand Congress party experienced relative decline number seats higher proportion victories falling within lower margin brackets verdictThe changing victory margins BJP Congress time reflect significant political shifts evolving voter preferences early dominance Congress challenged rise BJP recent decades increasing victory margins BJP signify growing voter confidence Congress partys lower margins indicate tougher electoral battles come gharwapsi OP Rajbhar Dara Singh Chauhan bolster BJPs Mission 80 Victory margins Lok Sabha elections reveal dynamic electoral landscape varying degrees competitiveness decisive victories common victory margin range 10 20 per cent historical shifts wider victory margins recent elections Data shows significant portion seats small victory margin five per cent less last seven decades Many constituencies saw close contests small swing voter preference could influenced outcomesIn numbersIn last 15 Lok Sabha elections common victory margin range 10 20 per cent However 1971 1977 general elections common victory margin range higher 30 50 per cent elections witnessed decisive victories winning candidates Election data 1962 present shows intriguing shifts victory margins Pre1989 candidates within five per cent margin post1989 trend changed significantly 1962 2019 Congress secured victory 579 seats BJP 371 seats 1984 onwards five per cent victory margins 1996 1998 1999 2009 Lok Sabha polls saw remarkable trend common victory margin range less five per cent last fifteen Lok Sabha elections approximately 23 per cent total seats small victory margin five per cent less trend highlights significance narrow margins determining outcome several constituencies last three elections 2009 2014 2019 BJP emerged victorious 62 constituencies close fight Congress party Conversely Congress defeated BJP 55 seats showcasing competitive political landscape recent times 60s versus 90sIn 60s Congress party substantial proportion victories lessthanfivepercent margin bracket indicating closely fought battles elections BJP founded 1980 first participated general elections 1984 1990s marked crucial turning point Indian politics BJP victory margins moved 1020 per cent bracket 2030 per cent bracket indicating rising popularity contrast INC saw evenly spread distribution across different margin brackets reflecting varied support competitionThe 2000s beyond advertisementIn recent decades BJP maintained upward trajectory Indian politics Though still limited partys victories 50 per cent margin bracket represent notable development hand Congress party experienced relative decline number seats higher proportion victories falling within lower margin brackets verdictThe changing victory margins BJP Congress time reflect significant political shifts evolving voter preferences early dominance Congress challenged rise BJP recent decades increasing victory margins BJP signify growing voter confidence Congress partys lower margins indicate tougher electoral battles come gharwapsi OP Rajbhar Dara Singh Chauhan bolster BJPs Mission 80 recent decades BJP maintained upward trajectory Indian politics Though still limited partys victories 50 per cent margin bracket represent notable development hand Congress party experienced relative decline number seats higher proportion victories falling within lower margin brackets verdict,singh competitive first support many cent point last intriguing relative recent decisive climate margin party data proportion varied total crucial national victory though fought time election spread mission distribution voter s historical trend present decline general landscape dominance represent limited verdict onwards early significance versus sin lower small dynamic preference trajectory bracket hand remarkable range course fifteen reveal development notable bolster post rise substantial le major confidence electoral victorious common higher political come significant contrast narrow upward portion former congress number competitiveness fight different politics several,,India,1,1,0,0,0,0.9943,high
01-08-2023,20:11:58,https://www.indiatoday.in/diu/story/dengue-fear-grips-india-as-receding-flood-water-may-act-as-a-catalyst-2414897-2023-08-01?utm_source=rss,Dengue fear grips India as receding flood water may act as a catalyst,ListenBy Samrat Sharma Parts Delhi Himachal Pradesh Punjab Uttarakhand Haryana Assam ravaged floods year Though water levels rivers receded time led problems Various diseases conjunctivitis eye flu dengue rise conjunctivitis seen shortterm problem severe rise dengue cases kept administrations feet Surging dengue cases spurred protests West Bengal Dengue cases Delhi fiveyear high Karnataka reported 4500 cases January July 2023 Dengue larvae found 1000 houses Haryanas Karnal district area becomes flooded populations territories many vectors especially mosquitoes may initially vanish water subdues rainfall return areas receding flood water provide ideal breeding sites noted 2023 study published Cambridge University PressWhile peak season dengue September October yet arrive concern year due record number cases recorded last year 23 lakh dengue cases recorded India 2022 much sum dengue cases reported 13 years 2000 2012 67271 cases West Bengal accounted maximum 29 per cent Indias dengue cases last year Going trend past six years well state witnessed highest number dengue cases 13 per cent panIndia cases West BengalTo examine diseases prevalence West Bengal one divide state two regions SubHimalayan area Gangetic Plain According 10year study 10 outbreaks reported former 85 outbreaks reported latterThis phenomenon study titled Dynamics dengue outbreaks Gangetic West Bengal noted may attributed greater density population well greater density responsible vectors due favourable mosquito genic conditions Gangetic plains Himalayan foothills Additional factors included industrialisation urbanisation unplanned settlements Surge Dengue IndiaTo examine diseases prevalence West Bengal one divide state two regions SubHimalayan area Gangetic Plain According 10year study 10 outbreaks reported former 85 outbreaks reported latterThis phenomenon study titled Dynamics dengue outbreaks Gangetic West Bengal noted may attributed greater density population well greater density responsible vectors due favourable mosquito genic conditions Gangetic plains Himalayan foothills Additional factors included industrialisation urbanisation unplanned settlements Surge Dengue IndiaDengue increased steadily past halfcentury result various factors including global trade travel urbanisation population growth climate variability change provide conducive conditions dengue vectors viruses multiply 195160 201221 number months appropriate aegypti dengue transmission India increased 169 per cent every year 56 months showed 2023 report published Lancet,year variability density kept larva greater peak vanish transmission plain trade flu record concern dynamic study growth conducive phenomenon prevalence university result many travel cent time conjunctivitis mosquito season highest surging due responsible sum various trend ideal severe west multiply last water change problem high state divide flood examine area every surge district number former lancet genic much return appropriate global rise dengue additional arrive rainfall report eye maximum population,India West Bengal Delhi Karnataka,West Bengal,1,1,0,0,1,0.9623,high
31-07-2023,17:57:13,https://www.indiatoday.in/diu/story/slide-in-indian-rupee-due-to-rising-interest-rates-diu-story-2414307-2023-07-31?utm_source=rss,"Rupee under threat from rising interest rates in U.S., Europe? There may be a way out",ListenBy Samrat Sharma Indians bear brunt high prices directly indirectly inflation rises domestically retail inflation grows burden high prices directly passed end consumersHowever prices grow advanced economies central banks raise interest rates strengthens dollar currencies weakens rupee eventually turn makes Indias imports expensive prices within country rise againAlso Read Oppenheimer nuclear energy world moving away power sourceOne event witnessed right Inflation US cooling 40year high October 2022 still Federal Reserve Systems comfort level two per cent Around time inflation European Union touched lifetime high back high inflation central banks US EU aggressively raising interest rates since 2022 Fed raised interest rate 11 times 0125 per cent January 2022 5375 per cent July 2023Inflation remains elevated Committee seeks achieve maximum employment inflation rate two per cent longer run support goals Committee decided raise target range federal funds rate 525 550 per cent US Federal Reserve noted July 26On hand European Central Bank raised interest rates nine times zero per cent January 2022 425 per cent July 2023 Inflation continues decline still expected remain high long therefore today decided raise three key ECB interest rates 25 basis points bank said July 27 Interest Rates Credit India TodaySLIDE RUPEE advanced economies raising interest rates Indian rupee weakened 10 per cent Rs 7430 dollar January 3 2022 Rs 8230 July 31 2023 India importintensive country depreciating value rupee significantly hurts countrys current account Also highinterest rates advanced economies make foreign investors pull wealth emerging countries India invest lucrative marketsAlso Watch DIU Video Food price trackerForeign investment India decent past months However investments would much higher Fed raised interest rates Healthy growth projections Indian economy also kept investments glued Indian markets despite advanced countries raising interest rates says Ajay Kedia Director Kedia Advisory adds fall rupee took place first half 2022 rising foreign exchange reserves supported rupee following months Rupee Credit India TodayIndias step push rupee international trade holds lot importance amid various headwinds Fed raised interest rate 075 percentage basis points June 2022 largest increase almost four decades India stepped push domestic currency international trade INTERNATIONAL TRADE RUPEEThe idea Indias external trade gets invoiced rupee internal demand US dollar would decrease reducing price dollar rupee introduction international trade settlement mechanism Indian Rupee expand Indias trade countries facing shortage US dollar also arrest slide value rupee dollar pave way INRs acceptance global currency says Dr Amitendu Palit Research Lead Trade Economics Institute South Asian StudiesSo far Reserve Bank India permitted 20 authorised dealer banks India opening 92 Special Rupee Vostro Accounts SRVAs partner banks 22 countries countries Bangladesh Belarus Botswana Fiji Germany Guyana Israel Kazakhstan Kenya Malaysia Maldives Mauritius Myanmar New Zealand Oman Russia Seychelles Singapore Sri Lanka Tanzania Uganda United KingdomAlso Read Blight rice export ban nonbasmati white rice reveals deeper issuesFurther MoU signed Reserve Bank India Central Bank UAE July 15 2023 would enable exporters importers invoice pay respective domestic currencies enabling development bilateral foreign exchange market Som Prakash Minister State Ministry Commerce Industry apprised Parliament July 26 Countries agreed trade Rupees Credit India Today,fall half sri market basis rate white director read support shortage cent economy fed account end lucrative partner target research step ban june industry energy international current invoice central maximum u lot raise comfort currency trade video bilateral growth percentage level russia investment time rice lead special south achieve watch acceptance fund event demand decline ministry exchange advisory price minister external retail much inflation dollar global pay invest federal expensive united brunt healthy parliament decent country power hand interest dealer reserve eu longer around mechanism enable development various employment burden pull push state union settlement long economics bank rupee decrease rise credit foreign institute commerce arrest year committee introduction domestic cooling blight idea pave grow world export wealth respective nuclear right new way higher place value internal high today expand food past importance mou,India US,India,1,1,0,1,1,0.9964,high
